TYPE_OF_FILE;COUNTRY;AREA;VESSEL;YEAR;MONTH;DAY;HAUL_NUMBER;LITTER_CATEGORY;LITTER_SUB_CATEGORY;TOTAL_WEIGHT_IN_THE_HAUL_CATEGORY;TOTAL_NUMBER_IN_THE_HAUL_CATEGORY;TOTAL_WEIGHT_IN_THE_HAUL_SUB_CATEGORY;TOTAL_NUMBER_IN_THE_HAUL_SUB_CATEGORY
TL;ITA;10;PEC;2013;7;2;11;L1;A;2380;10;400;4
TL;ITA;10;PEC;2013;7;1;18;L1;A;450;9;220;4
TL;ITA;10;PEC;2013;6;27;54;L1;A;145;13;80;11
TL;ITA;10;PEC;2013;6;27;63;L1;A;65;7;5;4
TL;ITA;10;PEC;2013;7;3;46;L1;A;130;4;100;1
TL;ITA;10;PEC;2013;6;27;56;L1;A;720;30;300;19
TL;ITA;10;PEC;2013;7;3;2;L1;A;50;4;20;2
TL;ITA;10;PEC;2013;7;1;22;L1;A;100;4;50;2
TL;ITA;10;PEC;2013;6;26;64;L1;A;140;10;30;6
TL;ITA;10;PEC;2013;7;3;1;L1;A;105;4;20;1
TL;ITA;10;PEC;2013;6;30;23;L1;A;50;1;50;1
TL;ITA;10;PEC;2013;6;26;58;L1;A;155;4;0;1
TL;ITA;10;PEC;2013;7;3;4;L1;A;2410;4;30;2
TL;ITA;10;PEC;2013;6;26;68;L1;A;75;3;10;1
TL;ITA;10;PEC;2013;6;25;50;L1;A;120;4;0;3
TL;ITA;10;PEC;2013;6;24;69;L1;A;50;1;50;1
TL;ITA;10;PEC;2013;6;24;62;L1;A;6680;10;0;1
TL;ITA;10;PEC;2013;7;6;47;L1;A;300;9;60;2
TL;ITA;10;PEC;2013;7;3;3;L1;A;260;5;50;3
TL;ITA;10;PEC;2013;6;30;26;L1;A;240;6;140;3
TL;ITA;10;PEC;2013;7;6;32;L1;A;1320;11;100;3
TL;ITA;10;PEC;2013;7;3;6;L1;A;390;7;200;3
TL;ITA;10;PEC;2013;6;29;40;L1;A;60;5;50;3
TL;ITA;10;PEC;2013;7;6;39;L1;A;190;4;160;3
TL;ITA;10;PEC;2013;7;6;36;L1;A;280;11;40;2
TL;ITA;10;PEC;2013;6;26;64;L1;B;140;10;60;2
TL;ITA;10;PEC;2013;7;1;22;L1;B;100;4;40;1
TL;ITA;10;PEC;2013;7;1;19;L1;B;120;3;100;2
TL;ITA;10;PEC;2013;7;1;18;L1;B;450;9;100;2
TL;ITA;10;PEC;2013;7;1;14;L1;B;110;7;50;2
TL;ITA;10;PEC;2013;7;2;10;L1;B;250;5;40;1
TL;ITA;10;PEC;2013;7;2;11;L1;B;2380;10;50;1
TL;ITA;10;PEC;2013;7;3;1;L1;B;105;4;55;2
TL;ITA;10;PEC;2013;7;3;3;L1;B;260;5;60;1
TL;ITA;10;PEC;2013;7;3;6;L1;B;390;7;100;2
TL;ITA;10;PEC;2013;7;3;5;L1;B;820;10;80;1
TL;ITA;10;PEC;2013;7;4;8;L1;B;340;7;300;1
TL;ITA;10;PEC;2013;7;4;7;L1;B;2610;19;200;3
TL;ITA;10;PEC;2013;7;5;33;L1;B;110;4;20;1
TL;ITA;10;PEC;2013;7;5;30;L1;B;80;6;30;1
TL;ITA;10;PEC;2013;7;5;28;L1;B;830;17;320;7
TL;ITA;10;PEC;2013;7;5;31;L1;B;1690;14;480;5
TL;ITA;10;PEC;2013;7;5;35;L1;B;760;5;660;4
TL;ITA;10;PEC;2013;7;6;37;L1;B;680;17;70;4
TL;ITA;10;PEC;2013;7;6;36;L1;B;280;11;140;3
TL;ITA;10;PEC;2013;7;6;39;L1;B;190;4;30;1
TL;ITA;10;PEC;2013;7;6;32;L1;B;1320;11;600;4
TL;ITA;10;PEC;2013;7;6;47;L1;B;300;9;160;3
TL;ITA;10;PEC;2013;6;24;62;L1;B;6680;10;0;2
TL;ITA;10;PEC;2013;6;24;61;L1;B;100;3;50;2
TL;ITA;10;PEC;2013;6;25;50;L1;B;120;4;0;1
TL;ITA;10;PEC;2013;6;26;68;L1;B;75;3;40;1
TL;ITA;10;PEC;2013;6;26;58;L1;B;155;4;0;2
TL;ITA;10;PEC;2013;6;27;56;L1;B;720;30;420;11
TL;ITA;10;PEC;2013;6;27;63;L1;B;65;7;20;1
TL;ITA;10;PEC;2013;6;27;54;L1;B;145;13;60;1
TL;ITA;10;PEC;2013;6;27;49;L1;B;180;4;70;1
TL;ITA;10;PEC;2013;6;27;57;L1;B;480;20;170;5
TL;ITA;10;PEC;2013;6;27;52;L1;B;892;9;10;1
TL;ITA;10;PEC;2013;6;28;67;L1;B;750;10;80;1
TL;ITA;10;PEC;2013;6;28;66;L1;B;3750;24;280;5
TL;ITA;10;PEC;2013;6;28;60;L1;B;240;10;60;3
TL;ITA;10;PEC;2013;6;29;59;L1;B;655;16;130;6
TL;ITA;10;PEC;2013;6;28;45;L1;B;895;17;560;8
TL;ITA;10;PEC;2013;6;29;44;L1;B;470;23;100;2
TL;ITA;10;PEC;2013;6;30;25;L1;B;12370;4;50;1
TL;ITA;10;PEC;2013;6;29;41;L1;B;420;9;60;2
TL;ITA;10;PEC;2013;6;29;42;L1;B;685;15;30;1
TL;ITA;10;PEC;2013;6;30;26;L1;B;240;6;60;1
TL;ITA;10;PEC;2013;6;30;9;L1;B;40;1;40;1
TL;ITA;10;PEC;2013;6;30;27;L1;B;110;5;90;2
TL;ITA;10;PEC;2013;6;26;58;L1;C;155;4;0;1
TL;ITA;10;PEC;2013;7;6;47;L1;C;300;9;40;3
TL;ITA;10;PEC;2013;6;28;60;L1;C;240;10;10;2
TL;ITA;10;PEC;2013;7;2;16;L1;C;100;5;50;3
TL;ITA;10;PEC;2013;7;4;34;L1;C;120;6;20;2
TL;ITA;10;PEC;2013;6;26;68;L1;C;75;3;25;1
TL;ITA;10;PEC;2013;7;5;33;L1;C;110;4;10;1
TL;ITA;10;PEC;2013;6;29;42;L1;C;685;15;5;1
TL;ITA;10;PEC;2013;7;3;4;L1;C;2410;4;50;1
TL;ITA;10;PEC;2013;7;5;30;L1;C;80;6;20;4
TL;ITA;10;PEC;2013;6;28;67;L1;C;750;10;10;1
TL;ITA;10;PEC;2013;7;1;13;L1;C;60;3;10;2
TL;ITA;10;PEC;2013;6;29;40;L1;C;60;5;10;2
TL;ITA;10;PEC;2013;6;30;24;L1;C;730;7;30;4
TL;ITA;10;PEC;2013;7;2;10;L1;C;250;5;40;1
TL;ITA;10;PEC;2013;7;4;7;L1;C;2610;19;80;4
TL;ITA;10;PEC;2013;7;3;46;L1;C;130;4;30;3
TL;ITA;10;PEC;2013;6;27;52;L1;C;892;9;2;1
TL;ITA;10;PEC;2013;6;27;49;L1;C;180;4;10;1
TL;ITA;10;PEC;2013;6;27;63;L1;C;65;7;10;1
TL;ITA;10;PEC;2013;7;6;37;L1;C;680;17;170;6
TL;ITA;10;PEC;2013;7;5;31;L1;C;1690;14;80;4
TL;ITA;10;PEC;2013;7;4;8;L1;C;340;7;40;6
TL;ITA;10;PEC;2013;6;30;26;L1;C;240;6;40;2
TL;ITA;10;PEC;2013;7;2;11;L1;C;2380;10;40;4
TL;ITA;10;PEC;2013;6;29;44;L1;C;470;23;110;4
TL;ITA;10;PEC;2013;7;6;38;L1;C;840;8;80;3
TL;ITA;10;PEC;2013;6;27;57;L1;C;480;20;30;3
TL;ITA;10;PEC;2013;7;2;20;L1;C;140;4;70;2
TL;ITA;10;PEC;2013;7;5;28;L1;C;830;17;30;3
TL;ITA;10;PEC;2013;6;26;64;L1;C;140;10;50;2
TL;ITA;10;PEC;2013;7;6;36;L1;C;280;11;100;6
TL;ITA;10;PEC;2013;6;30;27;L1;C;110;5;10;2
TL;ITA;10;PEC;2013;7;2;21;L1;C;440;5;40;2
TL;ITA;10;PEC;2013;7;3;6;L1;C;390;7;40;1
TL;ITA;10;PEC;2013;6;29;59;L1;C;655;16;10;2
TL;ITA;10;PEC;2013;7;1;14;L1;C;110;7;30;3
TL;ITA;10;PEC;2013;6;29;43;L1;C;170;7;10;1
TL;ITA;10;PEC;2013;7;6;32;L1;C;1320;11;60;1
TL;ITA;10;PEC;2013;7;1;18;L1;C;450;9;30;2
TL;ITA;10;PEC;2013;7;5;29;L1;C;90;7;10;2
TL;ITA;10;PEC;2013;7;3;2;L1;C;50;4;10;1
TL;ITA;10;PEC;2013;6;28;51;L1;C;150;6;50;1
TL;ITA;10;PEC;2013;7;2;15;L1;C;40;4;40;4
TL;ITA;10;PEC;2013;7;5;28;L1;D;830;17;260;2
TL;ITA;10;PEC;2013;7;1;22;L1;D;100;4;10;1
TL;ITA;10;PEC;2013;7;2;21;L1;E;440;5;360;1
TL;ITA;10;PEC;2013;6;27;63;L1;E;65;7;30;1
TL;ITA;10;PEC;2013;7;5;31;L1;E;1690;14;1080;3
TL;ITA;10;PEC;2013;7;5;29;L1;E;90;7;40;1
TL;ITA;10;PEC;2013;7;4;7;L1;E;2610;19;1980;2
TL;ITA;10;PEC;2013;7;5;35;L1;E;760;5;100;1
TL;ITA;10;PEC;2013;7;4;34;L1;E;120;6;40;1
TL;ITA;10;PEC;2013;7;6;37;L1;E;680;17;30;1
TL;ITA;10;PEC;2013;6;29;44;L1;E;470;23;50;1
TL;ITA;10;PEC;2013;6;29;59;L1;E;655;16;265;4
TL;ITA;10;PEC;2013;7;6;32;L1;E;1320;11;560;3
TL;ITA;10;PEC;2013;6;27;54;L1;E;145;13;5;1
TL;ITA;10;PEC;2013;6;28;65;L1;E;240;10;100;1
TL;ITA;10;PEC;2013;6;28;66;L1;E;3750;24;1160;3
TL;ITA;10;PEC;2013;6;24;61;L1;E;100;3;50;1
TL;ITA;10;PEC;2013;6;27;52;L1;E;892;9;640;1
TL;ITA;10;PEC;2013;7;5;28;L1;E;830;17;180;1
TL;ITA;10;PEC;2013;6;27;57;L1;E;480;20;100;1
TL;ITA;10;PEC;2013;6;29;42;L1;E;685;15;390;1
TL;ITA;10;PEC;2013;7;3;2;L1;F;50;4;20;1
TL;ITA;10;PEC;2013;7;3;5;L1;F;820;10;420;1
TL;ITA;10;PEC;2013;7;1;18;L1;F;450;9;100;1
TL;ITA;10;PEC;2013;7;5;29;L1;F;90;7;20;1
TL;ITA;10;PEC;2013;7;1;19;L1;F;120;3;20;1
TL;ITA;10;PEC;2013;7;6;38;L1;G;840;8;200;1
TL;ITA;10;PEC;2013;7;1;12;L1;G;470;5;350;2
TL;ITA;10;PEC;2013;6;30;25;L1;G;12370;4;12200;1
TL;ITA;10;PEC;2013;6;24;62;L1;G;6680;10;0;5
TL;ITA;10;PEC;2013;6;28;66;L1;G;3750;24;800;1
TL;ITA;10;PEC;2013;6;28;67;L1;G;750;10;100;1
TL;ITA;10;PEC;2013;6;27;57;L1;G;480;20;60;1
TL;ITA;10;PEC;2013;7;6;47;L1;G;300;9;40;1
TL;ITA;10;PEC;2013;6;28;51;L1;G;150;6;30;1
TL;ITA;10;PEC;2013;6;28;45;L1;G;895;17;50;1
TL;ITA;10;PEC;2013;7;3;1;L1;H;105;4;30;1
TL;ITA;10;PEC;2013;7;3;5;L1;H;820;10;160;2
TL;ITA;10;PEC;2013;7;3;6;L1;H;390;7;50;1
TL;ITA;10;PEC;2013;7;3;3;L1;H;260;5;150;1
TL;ITA;10;PEC;2013;6;24;62;L1;H;6680;10;0;2
TL;ITA;10;PEC;2013;7;3;4;L1;H;2410;4;2330;1
TL;ITA;10;PEC;2013;7;2;11;L1;H;2380;10;1890;1
TL;ITA;10;PEC;2013;6;28;67;L1;H;750;10;500;1
TL;ITA;10;PEC;2013;7;4;34;L1;H;120;6;50;1
TL;ITA;10;PEC;2013;6;30;25;L1;I;12370;4;80;1
TL;ITA;10;PEC;2013;7;3;4;L2;A;500;1;500;1
TL;ITA;10;PEC;2013;7;3;5;L2;A;40;1;40;1
TL;ITA;10;PEC;2013;6;30;23;L2;B;200;1;200;1
TL;ITA;10;PEC;2013;6;26;64;L3;A;30;1;30;1
TL;ITA;10;PEC;2013;7;5;30;L3;A;20;1;20;1
TL;ITA;10;PEC;2013;6;27;56;L3;A;70;7;20;2
TL;ITA;10;PEC;2013;6;27;63;L3;A;70;2;20;1
TL;ITA;10;PEC;2013;6;29;59;L3;A;10;2;10;2
TL;ITA;10;PEC;2013;7;2;10;L3;A;10;1;10;1
TL;ITA;10;PEC;2013;7;3;5;L3;A;40;1;40;1
TL;ITA;10;PEC;2013;6;24;62;L3;A;40;2;40;2
TL;ITA;10;PEC;2013;7;4;7;L3;A;90;3;30;2
TL;ITA;10;PEC;2013;7;6;47;L3;A;160;2;160;2
TL;ITA;10;PEC;2013;6;29;43;L3;A;50;1;50;1
TL;ITA;10;PEC;2013;7;1;22;L3;A;20;1;20;1
TL;ITA;10;PEC;2013;7;5;28;L3;A;10;1;10;1
TL;ITA;10;PEC;2013;6;29;44;L3;A;60;1;60;1
TL;ITA;10;PEC;2013;7;5;29;L3;B;30;1;30;1
TL;ITA;10;PEC;2013;7;5;31;L3;B;20;2;20;2
TL;ITA;10;PEC;2013;7;4;7;L3;B;90;3;60;1
TL;ITA;10;PEC;2013;6;29;41;L3;B;120;2;120;2
TL;ITA;10;PEC;2013;6;27;63;L3;B;70;2;50;1
TL;ITA;10;PEC;2013;6;27;56;L3;B;70;7;50;5
TL;ITA;10;PEC;2013;7;6;38;L3;B;40;2;40;2
TL;ITA;10;PEC;2013;7;4;34;L3;C;160;1;160;1
TL;ITA;10;PEC;2013;6;28;66;L3;C;600;1;600;1
TL;ITA;10;PEC;2013;7;6;32;L3;C;5020;3;220;1
TL;ITA;10;PEC;2013;7;6;32;L3;D;5020;3;4800;2
TL;ITA;10;PEC;2013;7;5;35;L4;A;320;2;320;2
TL;ITA;10;PEC;2013;6;30;25;L4;A;350;1;350;1
TL;ITA;10;PEC;2013;7;2;10;L4;A;1060;4;1060;4
TL;ITA;10;PEC;2013;6;29;41;L4;A;480;1;480;1
TL;ITA;10;PEC;2013;7;4;8;L4;A;600;2;600;2
TL;ITA;10;PEC;2013;6;29;44;L4;A;130;1;130;1
TL;ITA;10;PEC;2013;6;30;9;L4;A;250;1;250;1
TL;ITA;10;PEC;2013;7;6;32;L4;A;640;1;640;1
TL;ITA;10;PEC;2013;7;2;16;L4;A;200;1;200;1
TL;ITA;10;PEC;2013;7;2;17;L4;A;300;1;300;1
TL;ITA;10;PEC;2013;6;30;27;L4;A;160;1;160;1
TL;ITA;10;PEC;2013;6;26;68;L4;A;320;2;180;1
TL;ITA;10;PEC;2013;7;6;39;L4;A;440;2;440;2
TL;ITA;10;PEC;2013;7;5;31;L4;A;800;3;800;3
TL;ITA;10;PEC;2013;7;4;7;L4;A;1100;3;1100;3
TL;ITA;10;PEC;2013;7;6;36;L4;B;400;5;400;5
TL;ITA;10;PEC;2013;6;26;68;L4;C;320;2;140;1
TL;ITA;10;PEC;2013;6;27;63;L4;C;60;1;60;1
TL;ITA;10;PEC;2013;6;26;64;L4;C;380;1;380;1
TL;ITA;10;PEC;2013;6;24;69;L4;C;360;1;360;1
TL;ITA;10;PEC;2013;7;5;29;L4;C;200;2;200;2
TL;ITA;10;PEC;2013;7;5;28;L5;A;860;2;860;2
TL;ITA;10;PEC;2013;6;27;56;L5;A;10110;3;80;1
TL;ITA;10;PEC;2013;7;3;4;L5;A;800;5;500;1
TL;ITA;10;PEC;2013;7;2;10;L5;A;290;1;290;1
TL;ITA;10;PEC;2013;6;28;60;L5;A;60;1;60;1
TL;ITA;10;PEC;2013;7;6;37;L5;A;460;1;460;1
TL;ITA;10;PEC;2013;7;5;31;L5;A;1150;2;1150;2
TL;ITA;10;PEC;2013;7;4;7;L5;A;285;4;280;2
TL;ITA;10;PEC;2013;7;5;29;L5;A;60;3;60;3
TL;ITA;10;PEC;2013;7;6;32;L5;A;2600;2;2600;2
TL;ITA;10;PEC;2013;6;24;61;L5;A;60;1;60;1
TL;ITA;10;PEC;2013;6;26;64;L5;B;3000;1;3000;1
TL;ITA;10;PEC;2013;6;30;24;L5;B;3000;1;3000;1
TL;ITA;10;PEC;2013;6;27;56;L5;B;10110;3;10000;1
TL;ITA;10;PEC;2013;6;29;59;L5;B;240;1;240;1
TL;ITA;10;PEC;2013;6;29;43;L5;C;210;1;210;1
TL;ITA;10;PEC;2013;7;5;35;L5;C;160;1;160;1
TL;ITA;10;PEC;2013;6;28;65;L5;C;10;1;10;1
TL;ITA;10;PEC;2013;7;4;34;L5;D;30;4;30;4
TL;ITA;10;PEC;2013;6;27;56;L5;D;10110;3;30;1
TL;ITA;10;PEC;2013;6;27;52;L5;D;140;2;140;2
TL;ITA;10;PEC;2013;7;4;7;L5;D;285;4;5;2
TL;ITA;10;PEC;2013;7;3;5;L5;D;200;5;200;5
TL;ITA;10;PEC;2013;7;3;4;L5;D;800;5;300;4
TL;ITA;10;PEC;2013;7;3;6;L5;D;50;1;50;1
TL;ITA;10;PEC;2013;7;5;30;L5;D;10;1;10;1
TL;ITA;10;PEC;2013;7;1;13;L5;D;30;1;30;1
TL;ITA;10;PEC;2013;6;29;41;L6;0;700;1;700;1
TL;ITA;10;PEC;2013;6;28;67;L6;0;3500;1;3500;1
TL;ITA;10;PEC;2013;7;4;7;L6;0;1500;4;1500;4
TL;ITA;10;PEC;2013;6;27;52;L6;0;20;1;20;1
TL;ITA;10;PEC;2013;7;6;37;L6;0;3000;1;3000;1
TL;ITA;10;PEC;2013;6;28;60;L7;0;5;1;5;1
TL;ITA;10;PEC;2013;6;30;23;L8;0;2000;1;2000;1
TL;ITA;10;PEC;2013;6;30;26;L8;0;1900;1;1900;1
TL;ITA;10;PEC;2013;7;6;36;L8;0;160;1;160;1
TL;ITA;10;PEC;2013;7;5;28;L8;0;160;2;160;2
TL;ITA;10;PEC;2013;7;6;37;L8;0;1420;2;1420;2
TL;ITA;10;PEC;2013;7;4;8;L8;0;20;1;20;1
TL;ITA;10;PEC;2013;7;5;31;L8;0;21500;3;21500;3
TL;ITA;10;PEC;2013;7;6;32;L8;0;1260;2;1260;2
TL;ITA;10;PEC;2013;7;6;47;L8;0;3440;2;3440;2
