Survey;Year;Haul;Species;Number;Weight
MEDITS-GSA18;1996;133;OCTOSAL;1;0.39
MEDITS-GSA18;1996;133;PHYIBLE;10;0.173
MEDITS-GSA18;1996;133;SCOMSCO;2;0.236
MEDITS-GSA18;1996;133;SERAHEP;1;0.019
MEDITS-GSA18;1996;133;SYMPNIG;2;0.025
MEDITS-GSA18;1996;133;TRACTRA;20;1.485
MEDITS-GSA18;1996;133;TRIGLYR;1;0.01
MEDITS-GSA18;1996;133;TRISCAP;131;0.624
MEDITS-GSA18;1996;134;ALLOMED;12;0.029
MEDITS-GSA18;1996;134;ANTOMEG;3;0.013
MEDITS-GSA18;1996;134;ARGESPY;4;0.032
MEDITS-GSA18;1996;134;ARNOLAT;2;0.007
MEDITS-GSA18;1996;134;BOOPBOO;1;0.153
MEDITS-GSA18;1996;134;CALMMAC;4;0.015
MEDITS-GSA18;1996;134;CONGCON;2;0.15
MEDITS-GSA18;1996;134;ELEDCIR;1;0.326
MEDITS-GSA18;1996;134;GADIARG;231;0.265
MEDITS-GSA18;1996;134;GOBIFRI;7;0.009
MEDITS-GSA18;1996;134;HELIDAC;2;0.041
MEDITS-GSA18;1996;134;ILLECOI;7;0.571
MEDITS-GSA18;1996;134;LEPICAU;1;1.8
MEDITS-GSA18;1996;134;LEPMBOS;1;0.096
MEDITS-GSA18;1996;134;LEPMWHS;2;0.045
MEDITS-GSA18;1996;134;LEPTCAV;1;0.008
MEDITS-GSA18;1996;134;LOPHBUD;3;0.16
MEDITS-GSA18;1996;134;LOPHPIS;1;0.038
MEDITS-GSA18;1996;134;MACOSCO;1;0.001
MEDITS-GSA18;1996;134;MCPIDEP;4;0.06
MEDITS-GSA18;1996;134;MCPITUB;102;0.741
MEDITS-GSA18;1996;134;MERLMER;140;3.285
MEDITS-GSA18;1996;134;MICMPOU;6;0.056
MEDITS-GSA18;1996;134;PHYIBLE;7;0.453
MEDITS-GSA18;1996;134;PLESHET;1;0.003
MEDITS-GSA18;1996;134;ROSSMAC;1;0.04
MEDITS-GSA18;1996;134;SCOMPNE;1;0.378
MEDITS-GSA18;1996;134;SEPOSPP;3;0.009
MEDITS-GSA18;1996;134;SERAHEP;4;0.057
MEDITS-GSA18;1996;134;SYMPNIG;2;0.038
MEDITS-GSA18;1996;134;TRACTRA;24;1.115
MEDITS-GSA18;1996;134;TRIGLYR;2;0.014
MEDITS-GSA18;1996;134;TRISCAP;211;1.015
MEDITS-GSA18;1996;135;ALLOMED;6;0.02
MEDITS-GSA18;1996;135;ANTOMEG;1;0.005
MEDITS-GSA18;1996;135;ARNOLAT;1;0.001
MEDITS-GSA18;1996;135;CALMMAC;1;0.004
MEDITS-GSA18;1996;135;CEPOMAC;3;0.027
MEDITS-GSA18;1996;135;CLORAGA;2;0.009
MEDITS-GSA18;1996;135;ELEDCIR;1;0.005
MEDITS-GSA18;1996;135;GOBIFRI;5;0.008
MEDITS-GSA18;1996;135;HELIDAC;1;0.002
MEDITS-GSA18;1996;135;ILLECOI;7;0.15
MEDITS-GSA18;1996;135;LEPICAU;2;0.034
MEDITS-GSA18;1996;135;MCPIDEP;1;0.028
MEDITS-GSA18;1996;135;MCPITUB;2;0.043
MEDITS-GSA18;1996;135;MERLMER;14;0.515
MEDITS-GSA18;1996;135;MICMPOU;315;3.584
MEDITS-GSA18;1996;135;NEPRNOR;8;0.34
MEDITS-GSA18;1996;135;SPICSMA;3;0.04
MEDITS-GSA18;1996;135;TRACTRA;24;0.201
MEDITS-GSA18;1996;135;TRISCAP;91;0.427
MEDITS-GSA18;1996;136;ALLOMED;15;0.038
MEDITS-GSA18;1996;136;ANTOMEG;2;0.019
MEDITS-GSA18;1996;136;BOOPBOO;3;0.371
MEDITS-GSA18;1996;136;CALMMAC;4;0.009
MEDITS-GSA18;1996;136;CEPOMAC;4;0.045
MEDITS-GSA18;1996;136;GADIARG;2;0.001
MEDITS-GSA18;1996;136;GOBIFRI;2;0.002
MEDITS-GSA18;1996;136;HELIDAC;6;0.011
MEDITS-GSA18;1996;136;ILLECOI;3;0.143
MEDITS-GSA18;1996;136;LOPHBUD;2;0.084
MEDITS-GSA18;1996;136;MACOSCO;1;0.001
MEDITS-GSA18;1996;136;MCPIDEP;1;0.011
MEDITS-GSA18;1996;136;MCPITUB;6;0.086
MEDITS-GSA18;1996;136;MERLMER;26;1.022
MEDITS-GSA18;1996;136;MICMPOU;631;7.329
MEDITS-GSA18;1996;136;NEPRNOR;17;0.326
MEDITS-GSA18;1996;136;PAGUALA;1;0.008
MEDITS-GSA18;1996;136;PHYIBLE;4;0.049
MEDITS-GSA18;1996;136;PLESHET;10;0.019
MEDITS-GSA18;1996;136;SEPOSPP;3;0.008
MEDITS-GSA18;1996;136;SOLOMEM;1;0.004
MEDITS-GSA18;1996;136;SPICSMA;5;0.049
MEDITS-GSA18;1996;136;TRACTRA;31;0.242
MEDITS-GSA18;1996;136;TRISCAP;128;0.447
MEDITS-GSA18;1996;137;ANTOMEG;1;0.01
MEDITS-GSA18;1996;137;ARGESPY;1;0.01
MEDITS-GSA18;1996;137;BOOPBOO;5;0.55
MEDITS-GSA18;1996;137;CALMMAC;3;0.008
MEDITS-GSA18;1996;137;CEPOMAC;5;0.04
MEDITS-GSA18;1996;137;ELEDCIR;5;0.461
MEDITS-GSA18;1996;137;EUTRGUR;1;0.004
MEDITS-GSA18;1996;137;GOBIFRI;7;0.011
MEDITS-GSA18;1996;137;HELIDAC;2;0.002
MEDITS-GSA18;1996;137;ILLECOI;3;0.049
MEDITS-GSA18;1996;137;LOPHBUD;2;0.515
MEDITS-GSA18;1996;137;MCPIDEP;2;0.043
MEDITS-GSA18;1996;137;MCPITUB;13;0.178
MEDITS-GSA18;1996;137;MERLMER;14;4.49
MEDITS-GSA18;1996;137;MICMPOU;456;5.429
MEDITS-GSA18;1996;137;NEPRNOR;48;0.761
MEDITS-GSA18;1996;137;PAGUALA;1;0.003
MEDITS-GSA18;1996;137;PHYIBLE;3;0.04
MEDITS-GSA18;1996;137;SCOMSCO;1;0.075
MEDITS-GSA18;1996;137;SEPOSPP;1;0.006
MEDITS-GSA18;1996;137;SPICSMA;3;0.043
MEDITS-GSA18;1996;137;TRACMED;1;0.3
MEDITS-GSA18;1996;137;TRACTRA;20;0.219
MEDITS-GSA18;1996;137;TRISCAP;62;0.294
MEDITS-GSA18;1996;138;ALLOMED;1;0.005
MEDITS-GSA18;1996;138;ARNOLAT;1;0.004
MEDITS-GSA18;1996;138;BOOPBOO;1;0.06
MEDITS-GSA18;1996;138;CALMMAC;4;0.01
MEDITS-GSA18;1996;138;CEPOMAC;1;0.053
MEDITS-GSA18;1996;138;ELEDCIR;1;0.01
MEDITS-GSA18;1996;138;EUTRGUR;1;0.003
MEDITS-GSA18;1996;138;GOBIFRI;3;0.003
MEDITS-GSA18;1996;138;HELIDAC;3;0.005
MEDITS-GSA18;1996;138;ILLECOI;6;0.2
MEDITS-GSA18;1996;138;LEPICAU;1;1.1
MEDITS-GSA18;1996;138;LOPHBUD;2;0.126
MEDITS-GSA18;1996;138;MCPITUB;6;0.09
MEDITS-GSA18;1996;138;MERLMER;30;0.743
MEDITS-GSA18;1996;138;MICMPOU;110;1.231
MEDITS-GSA18;1996;138;NEPRNOR;7;0.15
MEDITS-GSA18;1996;138;PAPELON;2;0.03
MEDITS-GSA18;1996;138;PHYIBLE;1;0.007
MEDITS-GSA18;1996;138;SPICSMA;2;0.019
MEDITS-GSA18;1996;138;TRACTRA;36;0.152
MEDITS-GSA18;1996;138;TRISCAP;147;0.468
MEDITS-GSA18;1996;139;ARGESPY;10;0.273
MEDITS-GSA18;1996;139;ARNORUP;16;0.21
MEDITS-GSA18;1996;139;ASPICUC;196;11.195
MEDITS-GSA18;1996;139;CAPOAPE;3;0.024
MEDITS-GSA18;1996;139;CONGCON;2;1.184
MEDITS-GSA18;1996;139;ELEDCIR;1;0.227
MEDITS-GSA18;1996;139;HELIDAC;35;2.238
MEDITS-GSA18;1996;139;LEPICAU;5;0.178
MEDITS-GSA18;1996;139;LEPMBOS;15;1.125
MEDITS-GSA18;1996;139;LEPMWHS;19;2.532
MEDITS-GSA18;1996;139;LEPTCAV;1;0.023
MEDITS-GSA18;1996;139;LOPHBUD;1;2.75
MEDITS-GSA18;1996;139;MACOSCO;56;0.595
MEDITS-GSA18;1996;139;MERLMER;70;3.699
MEDITS-GSA18;1996;139;MICMPOU;144;1.902
MEDITS-GSA18;1996;139;MULLBAR;7;0.477
MEDITS-GSA18;1996;139;MULLSUR;1;0.087
MEDITS-GSA18;1996;139;OCTOSAL;3;0.414
MEDITS-GSA18;1996;139;PAGEBOG;1;0.047
MEDITS-GSA18;1996;139;RAJAAST;1;1.305
MEDITS-GSA18;1996;139;RAJACLA;1;1.182
MEDITS-GSA18;1996;139;RAJAMIR;7;1.174
MEDITS-GSA18;1996;139;SQUABLA;1;0.386
MEDITS-GSA18;1996;139;SYMPNIG;1;0.01
MEDITS-GSA18;1996;139;TODASAG;1;0.337
MEDITS-GSA18;1996;139;TRACTRA;1;0.007
MEDITS-GSA18;1996;139;TRISCAP;7;0.351
MEDITS-GSA18;1996;139;ZEUSFAB;2;1.1
MEDITS-GSA18;1996;140;ARGESPY;9;0.26
MEDITS-GSA18;1996;140;ARNORUP;18;0.22
MEDITS-GSA18;1996;140;ASPICUC;128;9.797
MEDITS-GSA18;1996;140;CALMMAC;1;0.006
MEDITS-GSA18;1996;140;CAPOAPE;1;0.01
MEDITS-GSA18;1996;140;CLORAGA;1;0.005
MEDITS-GSA18;1996;140;ELEDCIR;2;0.424
MEDITS-GSA18;1996;140;ENGRENC;2;0.01
MEDITS-GSA18;1996;140;HELIDAC;91;2.31
MEDITS-GSA18;1996;140;LAPPFAS;1;0.012
MEDITS-GSA18;1996;140;LEPICAU;5;0.164
MEDITS-GSA18;1996;140;LEPMBOS;12;1.232
MEDITS-GSA18;1996;140;LEPMWHS;19;2.027
MEDITS-GSA18;1996;140;LOLIVUL;1;0.039
MEDITS-GSA18;1996;140;LOPHBUD;1;3.4
MEDITS-GSA18;1996;140;LOPHPIS;1;3.8
MEDITS-GSA18;1996;140;MACOSCO;20;0.213
MEDITS-GSA18;1996;140;MERLMER;268;9.353
MEDITS-GSA18;1996;140;MICMPOU;1973;28.727
MEDITS-GSA18;1996;140;MOLVDYP;2;0.061
MEDITS-GSA18;1996;140;MULLSUR;2;0.346
MEDITS-GSA18;1996;140;MUNIINT;800;1.2
MEDITS-GSA18;1996;140;OCTOSAL;6;1.547
MEDITS-GSA18;1996;140;PHYIBLE;4;0.437
MEDITS-GSA18;1996;140;RAJAMIR;7;4.454
MEDITS-GSA18;1996;140;TODIEBL;11;1.307
MEDITS-GSA18;1996;140;TRIGLYR;3;0.153
MEDITS-GSA18;1996;140;TRISCAP;5;0.267
MEDITS-GSA18;1996;140;ZEUSFAB;2;0.47
MEDITS-GSA18;1996;141;ANTOMEG;1;0.012
MEDITS-GSA18;1996;141;ARGESPY;8;0.256
MEDITS-GSA18;1996;141;ARNORUP;8;0.104
MEDITS-GSA18;1996;141;ASPICUC;82;6.238
MEDITS-GSA18;1996;141;CAPOAPE;2;0.046
MEDITS-GSA18;1996;141;CONGCON;2;0.391
MEDITS-GSA18;1996;141;ELEDCIR;1;0.206
MEDITS-GSA18;1996;141;HELIDAC;20;0.947
MEDITS-GSA18;1996;141;LEPICAU;6;2.175
MEDITS-GSA18;1996;141;LEPMBOS;19;1.593
MEDITS-GSA18;1996;141;LEPMWHS;14;1.921
MEDITS-GSA18;1996;141;LOPHBUD;1;3.718
MEDITS-GSA18;1996;141;LOPHPIS;2;9.982
MEDITS-GSA18;1996;141;MACOSCO;1;0.007
MEDITS-GSA18;1996;141;MCPITUB;1;0.014
MEDITS-GSA18;1996;141;MERLMER;122;3.61
MEDITS-GSA18;1996;141;MICMPOU;455;6.375
MEDITS-GSA18;1996;141;MOLVDYP;15;0.438
MEDITS-GSA18;1996;141;MULLSUR;13;2.1
MEDITS-GSA18;1996;141;OCTOSAL;8;1.65
MEDITS-GSA18;1996;141;PAGEBOG;1;0.053
MEDITS-GSA18;1996;141;PHYIBLE;4;0.157
MEDITS-GSA18;1996;141;RAJAMIR;4;2.578
MEDITS-GSA18;1996;141;SCORELO;1;0.307
MEDITS-GSA18;1996;141;SYMPNIG;3;0.02
MEDITS-GSA18;1996;141;TODASAG;2;0.476
MEDITS-GSA18;1996;141;TODIEBL;1;0.126
MEDITS-GSA18;1996;141;TRACTRA;9;2.312
MEDITS-GSA18;1996;141;TRIGLUC;4;3.6
MEDITS-GSA18;1996;141;TRISCAP;1;0.05
MEDITS-GSA18;1996;142;ANTOMEG;1;0.007
MEDITS-GSA18;1996;142;CLORAGA;21;0.144
MEDITS-GSA18;1996;142;COELCOE;11;0.654
MEDITS-GSA18;1996;142;GADIARG;81;0.368
MEDITS-GSA18;1996;142;HELIDAC;56;8.818
MEDITS-GSA18;1996;142;ILLECOI;2;0.25
MEDITS-GSA18;1996;142;LEPMBOS;2;0.1
MEDITS-GSA18;1996;142;MERLMER;2;1.9
MEDITS-GSA18;1996;142;NEPRNOR;3;0.15
MEDITS-GSA18;1996;142;PAPELON;2;0.015
MEDITS-GSA18;1996;142;PHYIBLE;7;0.906
MEDITS-GSA18;1996;142;PLESEDW;2;0.013
MEDITS-GSA18;1996;142;PLESHET;47;0.124
MEDITS-GSA18;1996;142;TRIGLYR;1;0.9
MEDITS-GSA18;1996;143;ARGRHEM;2;0.002
MEDITS-GSA18;1996;143;ARISFOL;2;0.067
MEDITS-GSA18;1996;143;BENSGLA;10;0.005
MEDITS-GSA18;1996;143;ETMOSPI;1;0.022
MEDITS-GSA18;1996;143;LAMACRO;30;0.389
MEDITS-GSA18;1996;143;MCPITUB;1;0.014
MEDITS-GSA18;1996;143;MYCOPUN;4;0.051
MEDITS-GSA18;1996;143;MYCOSPP;1;0.002
MEDITS-GSA18;1996;143;NEZUSCL;5;0.038
MEDITS-GSA18;1996;143;OCTOSAL;2;0.647
MEDITS-GSA18;1996;143;PLESMAR;15;0.078
MEDITS-GSA18;1996;143;POLCTYP;1;0.003
MEDITS-GSA18;1996;143;STOMBOA;2;0.012
MEDITS-GSA18;1996;144;ARGRHEM;5;0.003
MEDITS-GSA18;1996;144;ARISFOL;1;0.018
MEDITS-GSA18;1996;144;BENSGLA;17;0.019
MEDITS-GSA18;1996;144;HYGOBEN;2;0.003
MEDITS-GSA18;1996;144;LAMACRO;8;0.218
MEDITS-GSA18;1996;144;MUNIPER;1;0.001
MEDITS-GSA18;1996;144;MYCOPUN;3;0.032
MEDITS-GSA18;1996;144;NEZUSCL;2;0.024
MEDITS-GSA18;1996;144;PLESMAR;3;0.016
MEDITS-GSA18;1996;144;POLCTYP;2;0.017
MEDITS-GSA18;1996;144;STOMBOA;1;0.002
MEDITS-GSA18;1996;144;SYMPNIG;1;0.003
MEDITS-GSA18;1996;145;ARGRHEM;7;0.003
MEDITS-GSA18;1996;145;BENSGLA;63;0.058
MEDITS-GSA18;1996;145;CHIMMON;1;0.109
MEDITS-GSA18;1996;145;DIAPRAF;1;0.001
MEDITS-GSA18;1996;145;ETMOSPI;1;0.008
MEDITS-GSA18;1996;145;GALUMEL;8;0.805
MEDITS-GSA18;1996;145;GERYLON;1;0.147
MEDITS-GSA18;1996;145;HISTREV;1;0.009
MEDITS-GSA18;1996;145;HOPLMED;9;0.712
MEDITS-GSA18;1996;145;HYMEITA;1;0.003
MEDITS-GSA18;1996;145;LAMACRO;4;0.041
MEDITS-GSA18;1996;145;MYCOPUN;1;0.017
MEDITS-GSA18;1996;145;MYCOSPP;6;0.008
MEDITS-GSA18;1996;145;NEPRNOR;11;0.308
MEDITS-GSA18;1996;145;NEZUSCL;5;0.092
MEDITS-GSA18;1996;145;NOTORIS;2;0.011
MEDITS-GSA18;1996;145;PAPELON;1;0.014
MEDITS-GSA18;1996;145;PASISIV;6;0.011
MEDITS-GSA18;1996;145;PHYIBLE;1;0.063
MEDITS-GSA18;1996;145;PLESMAR;35;0.193
MEDITS-GSA18;1996;145;POLCTYP;3;0.016
MEDITS-GSA18;1996;145;SYMPNIG;1;0.003
MEDITS-GSA18;1996;146;ARISFOL;2;0.06
MEDITS-GSA18;1996;146;BENSGLA;1;0.004
MEDITS-GSA18;1996;146;CHIMMON;6;1.841
MEDITS-GSA18;1996;146;COELCOE;2;0.262
MEDITS-GSA18;1996;146;ETMOSPI;8;0.862
MEDITS-GSA18;1996;146;GALUMEL;18;1.105
MEDITS-GSA18;1996;146;GERYLON;1;0.104
MEDITS-GSA18;1996;146;HELIDAC;7;0.974
MEDITS-GSA18;1996;146;HOPLMED;17;1.435
MEDITS-GSA18;1996;146;HYMEITA;2;0.016
MEDITS-GSA18;1996;146;LAMACRO;14;0.223
MEDITS-GSA18;1996;146;MERLMER;2;4.041
MEDITS-GSA18;1996;146;NEPRNOR;4;0.202
MEDITS-GSA18;1996;146;NEZUSCL;8;0.146
MEDITS-GSA18;1996;146;NOTSELO;1;0.008
MEDITS-GSA18;1996;146;PAGUPRI;1;0.008
MEDITS-GSA18;1996;146;PHYIBLE;4;0.494
MEDITS-GSA18;1996;146;PLESMAR;78;0.447
MEDITS-GSA18;1996;146;POLCTYP;1;0.013
MEDITS-GSA18;1996;146;SCORSCO;1;0.004
