TYPE_OF_FILE;COUNTRY;AREA;VESSEL;YEAR;MONTH;DAY;HAUL_NUMBER;LITTER_CATEGORY;LITTER_SUB-CATEGORY;TOTAL_WEIGHT_IN_THE_HAUL_CATEGORY;TOTAL_NUMBER_IN_THE_HAUL_CATEGORY;TOTAL_WEIGHT_IN_THE_HAUL_SUB-CATEGORY;TOTAL_NUMBER_IN_THE_HAUL_SUB-CATEGORY;NOTE
TL;ALB;18;PEC;2014;8;24;2;L3;A;10;1;10;1;
TL;ITA;18;PEC;2014;8;4;109;L1;A;310;2;140;1;
TL;ITA;18;PEC;2014;8;4;109;L1;E;310;2;170;1;
TL;ITA;18;PEC;2014;8;4;109;L6;0;240;1;240;1;
TL;ITA;18;PEC;2014;8;4;112;L1;A;50;2;50;2;
TL;ITA;18;PEC;2014;8;5;160;L1;A;150;3;150;3;
TL;ITA;18;PEC;2014;8;5;123;L1;A;140;2;40;1;
TL;ITA;18;PEC;2014;8;5;123;L1;B;140;2;100;1;
TL;ITA;18;PEC;2014;8;5;123;L5;B;200;1;200;1;CAPPELLO
TL;ITA;18;PEC;2014;8;5;121;L1;A;390;8;130;3;
TL;ITA;18;PEC;2014;8;5;121;L1;B;390;8;80;1;
TL;ITA;18;PEC;2014;8;5;121;L1;H;390;8;180;4;RESTA
TL;ITA;18;PEC;2014;8;5;117;L1;A;360;5;210;2;
TL;ITA;18;PEC;2014;8;5;117;L1;H;360;5;150;3;RESTA
TL;ITA;18;PEC;2014;8;5;126;L1;A;110;2;110;2;
TL;ITA;18;PEC;2014;8;5;126;L6;0;570;9;570;9;
TL;ITA;18;PEC;2014;8;5;129;L1;A;120;1;120;1;
TL;ITA;18;PEC;2014;8;6;100;L1;D;350;1;350;1;
TL;ITA;18;PEC;2014;8;6;100;L6;0;1500;3;1500;3;
TL;ITA;18;PEC;2014;8;6;125;L1;A;120;2;50;1;
TL;ITA;18;PEC;2014;8;6;125;L1;C;120;2;70;1;
TL;ITA;18;PEC;2014;8;6;105;L1;A;350;2;350;2;
TL;ITA;18;PEC;2014;8;6;80;L1;A;200;2;200;2;
TL;ITA;18;PEC;2014;8;7;104;L1;A;30;2;30;2;
TL;ITA;18;PEC;2014;8;7;104;L2;B;80;1;80;1;TESSUTO SINTETICO
TL;ITA;18;PEC;2014;8;7;104;L6;0;700;9;700;9;
TL;ITA;18;PEC;2014;8;8;148;L1;A;30;3;20;2;
TL;ITA;18;PEC;2014;8;8;148;L1;C;30;3;10;1;
TL;ITA;18;PEC;2014;8;8;138;L1;A;30;3;30;3;
TL;ITA;18;PEC;2014;8;8;138;L6;0;500;7;500;7;
TL;ITA;18;PEC;2014;8;8;147;L1;A;480;5;20;1;
TL;ITA;18;PEC;2014;8;8;147;L1;B;480;5;140;1;
TL;ITA;18;PEC;2014;8;8;147;L1;C;480;5;20;1;
TL;ITA;18;PEC;2014;8;8;147;L1;G;480;5;200;1;
TL;ITA;18;PEC;2014;8;8;147;L1;H;480;5;100;1;RESTA
TL;ITA;18;PEC;2014;8;8;147;L6;0;800;3;800;3;
TL;ITA;18;PEC;2014;8;8;162;L1;A;10;1;10;1;
TL;ITA;18;PEC;2014;8;8;146;L1;A;500;6;300;5;
TL;ITA;18;PEC;2014;8;8;146;L1;G;500;6;200;1;
TL;ITA;18;PEC;2014;8;8;139;L1;A;870;4;100;2;
TL;ITA;18;PEC;2014;8;8;139;L1;C;870;4;70;1;
TL;ITA;18;PEC;2014;8;8;139;L1;G;870;4;700;1;
TL;ITA;18;PEC;2014;8;8;139;L4;A;2700;12;2700;12;
TL;ITA;18;PEC;2014;8;8;139;L5;A;670;3;670;3;
TL;ITA;18;PEC;2014;8;8;139;L8;0;50;1;50;1;SPUGNA
TL;ITA;18;PEC;2014;8;9;145;L1;A;100;5;20;2;
TL;ITA;18;PEC;2014;8;9;145;L1;B;100;5;50;1;
TL;ITA;18;PEC;2014;8;9;145;L1;C;100;5;10;1;
TL;ITA;18;PEC;2014;8;9;145;L1;G;100;5;20;1;
TL;ITA;18;PEC;2014;8;9;145;L5;A;180;1;180;1;
TL;ITA;18;PEC;2014;8;9;145;L6;0;300;4;300;4;
TL;ITA;18;PEC;2014;8;9;144;L1;A;395;6;325;4;
TL;ITA;18;PEC;2014;8;9;144;L1;C;395;6;10;1;
TL;ITA;18;PEC;2014;8;9;144;L1;G;395;6;60;1;
TL;ITA;18;PEC;2014;8;9;144;L4;A;120;1;120;1;
TL;ITA;18;PEC;2014;8;9;143;L1;A;75;5;15;2;
TL;ITA;18;PEC;2014;8;9;143;L1;C;75;5;10;1;
TL;ITA;18;PEC;2014;8;9;143;L1;H;75;5;50;2;RESTA
TL;ITA;18;PEC;2014;8;10;107;L1;A;150;2;100;1;
TL;ITA;18;PEC;2014;8;10;107;L1;G;150;2;50;1;
TL;ITA;18;PEC;2014;8;10;116;L1;A;1760;22;1500;17;
TL;ITA;18;PEC;2014;8;10;116;L1;B;1760;22;100;1;
TL;ITA;18;PEC;2014;8;10;116;L1;C;1760;22;150;3;
TL;ITA;18;PEC;2014;8;10;116;L1;G;1760;22;10;1;
TL;ITA;18;PEC;2014;8;10;116;L3;B;20350;3;30;1;
TL;ITA;18;PEC;2014;8;10;116;L3;C;20350;3;320;1;
TL;ITA;18;PEC;2014;8;10;116;L3;D;20350;3;20000;1;CARRELLO
TL;ITA;18;PEC;2014;8;10;116;L4;A;1950;6;1950;6;
TL;ITA;18;PEC;2014;8;10;116;L5;A;1500;3;1500;3;
TL;ITA;18;PEC;2014;8;10;116;L8;0;640;1;640;1;SPUGNA
TL;ITA;18;PEC;2014;8;10;142;L1;A;250;5;250;5;
TL;ITA;18;PEC;2014;8;10;142;L3;B;3950;3;150;1;
TL;ITA;18;PEC;2014;8;10;142;L3;C;3950;3;3500;1;
TL;ITA;18;PEC;2014;8;10;142;L3;E;3950;3;300;1;
TL;ITA;18;PEC;2014;8;10;142;L4;A;350;1;350;1;
TL;ITA;18;PEC;2014;8;10;142;L7;0;50;1;50;1;
TL;ITA;18;PEC;2014;8;10;137;L1;A;70;3;50;2;
TL;ITA;18;PEC;2014;8;10;137;L1;C;70;3;20;1;
TL;ITA;18;PEC;2014;8;10;137;L3;B;20;1;20;1;
TL;ITA;18;PEC;2014;8;10;137;L4;A;100;1;100;1;
TL;ITA;18;PEC;2014;8;10;137;L6;0;20;3;20;3;
TL;ITA;18;PEC;2014;8;10;110;L1;A;30;4;20;3;
TL;ITA;18;PEC;2014;8;10;110;L1;C;30;4;10;1;
TL;ITA;18;PEC;2014;8;11;135;L1;A;1550;3;50;2;
TL;ITA;18;PEC;2014;8;11;135;L1;E;1550;3;1500;1;
TL;ITA;18;PEC;2014;8;11;135;L7;0;200;1;200;1;
TL;ITA;18;PEC;2014;8;11;161;L1;F;910;7;350;1;
TL;ITA;18;PEC;2014;8;11;161;L1;G;910;7;120;1;
TL;ITA;18;PEC;2014;8;11;161;L1;H;910;7;440;5;RESTA
TL;ITA;18;PEC;2014;8;11;133;L1;A;60;3;20;2;
TL;ITA;18;PEC;2014;8;11;133;L1;H;60;3;40;1;RESTA
TL;ITA;18;PEC;2014;8;11;150;L1;B;120;6;120;6;
TL;ITA;18;PEC;2014;8;11;150;L5;B;5000;1;5000;1;COPERTA
TL;ITA;18;PEC;2014;8;11;132;L1;A;20;3;20;3;
TL;ITA;18;PEC;2014;8;11;132;L3;A;10;1;10;1;
TL;ITA;18;PEC;2014;8;11;101;L1;A;800;2;500;1;
TL;ITA;18;PEC;2014;8;11;101;L1;H;800;2;300;1;
TL;ITA;18;PEC;2014;8;11;101;L5;A;830;1;830;1;
TL;ITA;18;PEC;2014;8;11;134;L1;A;30;3;20;2;
TL;ITA;18;PEC;2014;8;11;134;L1;C;30;3;10;1;
TL;ITA;18;PEC;2014;8;11;134;L3;A;10;1;10;1;
TL;ITA;18;PEC;2014;8;12;152;L1;A;150;3;100;2;
TL;ITA;18;PEC;2014;8;12;152;L1;G;150;3;50;1;
TL;ITA;18;PEC;2014;8;12;152;L3;A;50;1;50;1;
TL;ITA;18;PEC;2014;8;12;151;L1;A;130;4;30;3;
TL;ITA;18;PEC;2014;8;12;151;L1;B;130;4;100;1;
TL;ITA;18;PEC;2014;8;12;131;L1;A;140;2;10;1;
TL;ITA;18;PEC;2014;8;12;131;L1;B;140;2;130;1;
TL;ITA;18;PEC;2014;8;12;131;L5;A;100;1;100;1;
TL;ITA;18;PEC;2014;8;12;154;L1;A;25;4;25;3;
TL;ITA;18;PEC;2014;8;12;154;L1;C;25;4;25;1;
TL;ITA;18;PEC;2014;8;12;97;L1;A;270;2;270;2;
TL;ITA;18;PEC;2014;8;12;97;L5;D;10;1;10;1;
TL;ITA;18;PEC;2014;8;12;97;L6;0;300;1;300;1;
TL;ITA;18;PEC;2014;8;13;98;L1;A;70;3;50;2;
TL;ITA;18;PEC;2014;8;13;98;L1;H;70;3;20;1;RESTA
TL;ITA;18;PEC;2014;8;13;85;L1;H;20;1;20;1;RESTA
TL;ITA;18;PEC;2014;8;13;86;L1;A;80;2;80;2;
TL;ITA;18;PEC;2014;8;13;78;L1;A;30;3;30;3;
TL;ITA;18;PEC;2014;8;13;77;L1;C;170;5;150;4;
TL;ITA;18;PEC;2014;8;13;77;L1;G;170;5;20;1;
TL;ITA;18;PEC;2014;8;13;77;L3;A;40;1;40;1;
TL;ITA;18;PEC;2014;8;13;77;L4;A;150;1;150;1;
TL;ITA;18;PEC;2014;8;13;76;L1;A;140;2;60;1;
TL;ITA;18;PEC;2014;8;13;76;L1;E;140;2;80;1;
TL;ITA;18;PEC;2014;8;13;76;L4;A;220;1;220;1;
TL;ITA;18;PEC;2014;8;13;156;L1;A;50;2;50;20;
TL;ITA;18;PEC;2014;8;14;157;L0;0;0;0;0;0;
TL;ITA;18;PEC;2014;8;14;84;L1;A;70;4;60;3;
TL;ITA;18;PEC;2014;8;14;84;L1;G;70;4;10;1;
TL;ITA;18;PEC;2014;8;14;83;L1;A;50;6;30;5;
TL;ITA;18;PEC;2014;8;14;83;L1;B;50;6;20;1;
TL;ITA;18;PEC;2014;8;14;83;L8;0;25;1;25;1;SPUGNA
TL;ITA;18;PEC;2014;8;14;93;L1;A;45;3;30;1;
TL;ITA;18;PEC;2014;8;14;93;L1;B;45;3;5;1;
TL;ITA;18;PEC;2014;8;14;93;L1;C;45;3;10;1;
TL;ITA;18;PEC;2014;8;14;93;L3;D;1200;1;1200;1;PENTOLA
TL;ITA;18;PEC;2014;8;14;95;L1;A;140;8;100;7;
TL;ITA;18;PEC;2014;8;14;95;L1;B;140;8;40;1;
TL;ITA;18;PEC;2014;8;14;88;L1;A;15;2;15;2;
TL;ITA;18;PEC;2014;8;14;88;L4;A;180;1;180;1;
TL;ITA;18;PEC;2014;8;14;88;L6;0;2500;2;2500;2;
TL;ITA;18;PEC;2014;8;14;158;L1;A;1130;9;180;6;
TL;ITA;18;PEC;2014;8;14;158;L1;E;1130;9;880;1;
TL;ITA;18;PEC;2014;8;14;158;L1;F;1130;9;50;1;RESTA
TL;ITA;18;PEC;2014;8;14;158;L1;H;1130;9;20;1;
TL;ITA;18;PEC;2014;8;14;158;L4;A;130;2;130;2;
TL;ALB;18;PEC;2015;8;3;8;L1;B;890;11;830;8;
TL;ALB;18;PEC;2015;8;3;8;L1;C;890;11;60;3;
TL;ALB;18;PEC;2015;8;3;8;L5;B;100;1;100;1;SACCO
TL;ALB;18;PEC;2015;8;4;10;L1;A;100;3;40;1;
TL;ALB;18;PEC;2015;8;4;10;L1;C;100;3;60;2;
TL;ALB;18;PEC;2015;8;4;10;L3;A;20;1;20;1;
TL;ALB;18;PEC;2015;8;4;10;L5;D;240;1;240;1;PANNOLINO
TL;ALB;18;PEC;2015;8;3;13;L1;A;320;6;140;3;
TL;ALB;18;PEC;2015;8;3;13;L1;B;320;6;180;3;
TL;ALB;18;PEC;2015;8;7;14;L1;A;50;4;20;3;
TL;ALB;18;PEC;2015;8;7;14;L1;G;50;4;30;1;
TL;ALB;18;PEC;2015;8;7;14;L2;B;10;1;10;1;GUANTO
TL;ALB;18;PEC;2015;8;4;17;L1;A;1300;3;100;1;
TL;ALB;18;PEC;2015;8;4;17;L1;E;1300;3;1000;1;
TL;ALB;18;PEC;2015;8;4;17;L1;H;1300;3;200;1;
TL;ALB;18;PEC;2015;8;4;23;L1;A;100;3;50;2;
TL;ALB;18;PEC;2015;8;4;23;L1;B;100;3;50;1;
TL;ALB;18;PEC;2015;8;4;23;L5;D;100;1;100;1;PANNOLINO
TL;ALB;18;PEC;2015;8;6;26;L1;A;260;3;160;1;
TL;ALB;18;PEC;2015;8;6;26;L1;B;260;3;40;1;
TL;ALB;18;PEC;2015;8;6;26;L1;E;260;3;60;1;
TL;ALB;18;PEC;2015;8;5;27;L1;A;180;4;100;2;
TL;ALB;18;PEC;2015;8;5;27;L1;B;180;4;80;2;
TL;ALB;18;PEC;2015;8;5;27;L2;B;750;1;750;1;CERATA
TL;ALB;18;PEC;2015;8;5;27;L4;A;200;1;200;1;
TL;ALB;18;PEC;2015;8;5;27;L6;0;500;1;500;1;
TL;ALB;18;PEC;2015;8;5;31;L1;A;700;3;500;1;
TL;ALB;18;PEC;2015;8;5;31;L1;B;700;3;180;1;
TL;ALB;18;PEC;2015;8;5;31;L1;C;700;3;20;1;
TL;ALB;18;PEC;2015;8;5;31;L3;A;50;1;50;1;
TL;ALB;18;PEC;2015;8;5;31;L4;A;600;1;600;1;
TL;ALB;18;PEC;2015;8;6;32;L1;H;160;3;160;3;RESTA
TL;ALB;18;PEC;2015;8;6;32;L3;B;60;2;60;2;
TL;ALB;18;PEC;2015;8;6;32;L5;C;480;2;360;1;
TL;ALB;18;PEC;2015;8;6;32;L5;D;480;2;120;1;PANNOLINO
TL;ALB;18;PEC;2015;8;6;32;L8;0;10000;2;10000;2;SACCHE CON OLIO
TL;ALB;18;PEC;2015;8;6;33;L1;A;460;7;260;3;
TL;ALB;18;PEC;2015;8;6;33;L1;B;460;7;200;4;
TL;ALB;18;PEC;2015;8;5;38;L1;C;140;5;60;3;
TL;ALB;18;PEC;2015;8;5;38;L1;E;140;5;20;1;LATTA DI OLIO
TL;ALB;18;PEC;2015;8;5;38;L1;G;140;5;60;1;
TL;ALB;18;PEC;2015;8;5;38;L4;A;880;3;880;3;
TL;ALB;18;PEC;2015;8;5;38;L5;A;1980;2;1860;1;STIVALE
TL;ALB;18;PEC;2015;8;5;38;L5;B;1980;2;120;1;STOFFA
TL;ALB;18;PEC;2015;8;5;39;L1;B;100;1;100;1;
TL;ALB;18;PEC;2015;8;5;39;L4;A;200;1;200;1;
TL;ALB;18;PEC;2015;8;4;41;L1;A;50;2;50;2;
TL;ALB;18;PEC;2015;8;6;165;L1;A;150;2;100;1;
TL;ALB;18;PEC;2015;8;6;165;L1;B;150;2;50;1;
TL;ALB;18;PEC;2015;8;7;166;L1;A;50;2;50;2;
TL;ALB;18;PEC;2015;8;7;166;L5;D;300;1;300;1;PANNOLINO
TL;ALB;18;PEC;2015;8;5;167;L1;B;50;2;30;1;
TL;ALB;18;PEC;2015;8;5;167;L1;C;50;2;20;1;
TL;ALB;18;PEC;2015;8;5;167;L4;A;560;1;560;1;
TL;ALB;18;PEC;2015;8;5;169;L1;C;50;1;50;1;
TL;ALB;18;PEC;2015;8;5;169;L4;A;120;1;120;1;
TL;ALB;18;PEC;2015;8;6;170;L1;A;2040;17;400;9;
TL;ALB;18;PEC;2015;8;6;170;L1;B;2040;17;240;3;
TL;ALB;18;PEC;2015;8;6;170;L1;C;2040;17;20;1;BICCHIERE
TL;ALB;18;PEC;2015;8;6;170;L1;E;2040;17;280;1;CASSA
TL;ALB;18;PEC;2015;8;6;170;L1;F;2040;17;40;1;RESTA
TL;ALB;18;PEC;2015;8;6;170;L1;G;2040;17;340;1;PALANGARO
TL;ALB;18;PEC;2015;8;6;170;L1;H;2040;17;720;1;PARABORDO
TL;ALB;18;PEC;2015;8;6;170;L2;B;400;1;400;1;CERATA
TL;ALB;18;PEC;2015;8;6;170;L5;A;1100;2;660;1;SCARPA
TL;ALB;18;PEC;2015;8;6;170;L5;B;1100;2;440;1;SACCO
TL;ALB;18;PEC;2015;8;3;2;L1;B;300;4;260;2;
TL;ALB;18;PEC;2015;8;3;2;L1;C;300;4;40;2;
TL;ALB;18;PEC;2015;8;4;163;L1;A;970;12;120;2;
TL;ALB;18;PEC;2015;8;4;163;L1;B;970;12;380;7;
TL;ALB;18;PEC;2015;8;4;163;L1;E;970;12;420;2;1 SACCO E 1 SECCHIO
TL;ALB;18;PEC;2015;8;4;163;L1;I;970;12;50;1;
TL;ALB;18;PEC;2015;8;4;163;L2;B;160;1;160;1;
TL;ALB;18;PEC;2015;8;4;22;L1;A;400;5;60;2;
TL;ALB;18;PEC;2015;8;4;22;L1;B;400;5;100;2;
TL;ALB;18;PEC;2015;8;4;22;L1;E;400;5;240;1;
TL;ALB;18;PEC;2015;8;4;22;L5;C;60;2;60;2;
TL;ALB;18;PEC;2015;8;7;168;L1;A;200;3;100;2;
TL;ALB;18;PEC;2015;8;7;168;L1;B;200;3;100;1;
TL;ALB;18;PEC;2015;8;7;168;L3;A;60;1;60;1;
TL;ALB;18;PEC;2015;8;7;168;L5;A;40;1;40;1;CALZINO
TL;ALB;18;PEC;2015;8;7;6;L1;B;190;3;180;2;
TL;ALB;18;PEC;2015;8;7;6;L1;H;190;3;10;1;RESTA
TL;ALB;18;PEC;2015;8;4;16;L1;A;1360;5;80;2;
TL;ALB;18;PEC;2015;8;4;16;L1;B;1360;5;1260;2;
TL;ALB;18;PEC;2015;8;4;16;L1;C;1360;5;20;1;BICCHIERE
TL;ALB;18;PEC;2015;8;4;16;L3;D;200;1;200;1;BOMBOLETTA
TL;ALB;18;PEC;2015;8;4;16;L4;A;300;1;300;1;
TL;ALB;18;PEC;2015;8;7;1;L1;A;890;7;20;1;
TL;ALB;18;PEC;2015;8;7;1;L1;B;890;7;840;5;
TL;ALB;18;PEC;2015;8;7;1;L1;C;890;7;30;1;
TL;ALB;18;PEC;2015;8;7;4;L1;B;680;6;540;4;
TL;ALB;18;PEC;2015;8;7;4;L1;C;680;6;60;1;
TL;ALB;18;PEC;2015;8;7;4;L1;G;680;6;80;1;
TL;ALB;18;PEC;2015;8;7;4;L5;D;280;1;280;1;PANNOLINO
TL;ITA;18;PEC;2015;7;8;77;L1;A;230;3;20;1;
TL;ITA;18;PEC;2015;7;8;77;L1;B;230;3;70;1;
TL;ITA;18;PEC;2015;7;8;77;L1;E;230;3;140;1;GIOCATTOLO
TL;ITA;18;PEC;2015;7;8;77;L3;A;60;1;60;1;
TL;ITA;18;PEC;2015;7;8;77;L5;A;160;2;160;2;
TL;ITA;18;PEC;2015;7;9;78;L1;H;140;1;140;1;RESTA
TL;ITA;18;PEC;2015;7;24;80;L1;B;100;2;100;2;
TL;ITA;18;PEC;2015;7;24;80;L4;B;200;3;200;3;
TL;ITA;18;PEC;2015;7;9;85;L1;A;180;6;100;4;
TL;ITA;18;PEC;2015;7;9;85;L1;B;180;6;80;2;
TL;ITA;18;PEC;2015;7;9;86;L1;A;50;1;50;1;
TL;ITA;18;PEC;2015;7;9;86;L3;C;5000;1;5000;1;DI VERNICE
TL;ITA;18;PEC;2015;7;10;98;L1;A;100;4;40;2;
TL;ITA;18;PEC;2015;7;10;98;L1;B;100;4;60;2;
TL;ITA;18;PEC;2015;7;24;100;L1;A;130;5;100;4;
TL;ITA;18;PEC;2015;7;24;100;L1;B;130;5;30;1;
TL;ITA;18;PEC;2015;7;28;101;L1;B;350;5;50;3;
TL;ITA;18;PEC;2015;7;28;101;L1;F;350;5;100;1;NASSA
TL;ITA;18;PEC;2015;7;28;101;L1;I;350;5;200;1;
TL;ITA;18;PEC;2015;7;24;104;L1;B;100;2;100;2;
TL;ITA;18;PEC;2015;7;24;104;L3;A;250;3;250;3;
TL;ITA;18;PEC;2015;7;24;105;L1;A;200;5;100;4;
TL;ITA;18;PEC;2015;7;24;105;L1;C;200;5;100;1;
TL;ITA;18;PEC;2015;7;24;107;L0;0;0;0;0;0;
TL;ITA;18;PEC;2015;7;22;110;L1;A;150;4;50;2;
TL;ITA;18;PEC;2015;7;22;110;L1;B;150;4;100;2;
TL;ITA;18;PEC;2015;7;22;110;L4;A;100;1;100;1;
TL;ITA;18;PEC;2015;7;23;117;L1;B;200;3;200;3;
TL;ITA;18;PEC;2015;7;21;125;L1;A;140;2;140;2;
TL;ITA;18;PEC;2015;7;23;126;L1;A;20;3;20;3;
TL;ITA;18;PEC;2015;7;23;129;L1;A;100;3;100;3;
TL;ITA;18;PEC;2015;7;23;129;L4;A;400;2;400;2;
TL;ITA;18;PEC;2015;7;28;131;L1;E;50;1;50;1;
TL;ITA;18;PEC;2015;7;28;132;L1;A;105;4;100;3;
TL;ITA;18;PEC;2015;7;28;132;L1;C;105;4;5;1;BICCHIERE
TL;ITA;18;PEC;2015;7;28;133;L1;A;50;2;50;2;
TL;ITA;18;PEC;2015;7;28;133;L3;B;100;1;100;1;VASSOIO
TL;ITA;18;PEC;2015;7;27;134;L1;B;890;3;60;1;
TL;ITA;18;PEC;2015;7;27;134;L1;C;890;3;30;1;
TL;ITA;18;PEC;2015;7;27;134;L1;E;890;3;800;1;SECCHIO
TL;ITA;18;PEC;2015;7;27;134;L5;A;50;1;50;1;CAPPELLO
TL;ITA;18;PEC;2015;7;27;135;L1;C;30;1;30;1;
TL;ITA;18;PEC;2015;7;27;135;L2;B;100;1;100;1;
TL;ITA;18;PEC;2015;7;22;137;L1;C;40;2;40;2;
TL;ITA;18;PEC;2015;7;24;138;L1;A;100;3;100;3;
TL;ITA;18;PEC;2015;7;24;138;L4;A;150;1;150;1;
TL;ITA;18;PEC;2015;7;30;139;L1;B;2860;12;2060;8;
TL;ITA;18;PEC;2015;7;30;139;L1;F;2860;12;500;1;
TL;ITA;18;PEC;2015;7;30;139;L1;G;2860;12;100;1;
TL;ITA;18;PEC;2015;7;30;139;L1;H;2860;12;200;2;RESTA
TL;ITA;18;PEC;2015;7;30;139;L5;A;500;1;500;1;
TL;ITA;18;PEC;2015;7;22;142;L1;A;130;5;90;3;
TL;ITA;18;PEC;2015;7;22;142;L1;C;130;5;40;2;
TL;ITA;18;PEC;2015;7;22;142;L4;A;460;2;460;2;
TL;ITA;18;PEC;2015;7;22;142;L8;0;2200;1;2200;1;CONTENITORE DI PLASTICA CON VERNICE
TL;ITA;18;PEC;2015;7;30;143;L1;A;150;4;50;2;
TL;ITA;18;PEC;2015;7;30;143;L1;B;150;4;100;2;
TL;ITA;18;PEC;2015;7;30;144;L1;A;100;4;100;4;
TL;ITA;18;PEC;2015;7;30;144;L3;A;100;2;100;2;
TL;ITA;18;PEC;2015;7;30;145;L1;A;110;3;90;1;
TL;ITA;18;PEC;2015;7;30;145;L1;G;110;3;10;1;
TL;ITA;18;PEC;2015;7;30;145;L1;I;110;3;10;1;
TL;ITA;18;PEC;2015;7;30;145;L3;C;90;1;90;1;BOMBOLETTA
TL;ITA;18;PEC;2015;7;30;145;L5;A;50;2;50;2;
TL;ITA;18;PEC;2015;7;30;146;L1;E;50;1;50;1;
TL;ITA;18;PEC;2015;7;30;146;L4;A;660;3;660;3;
TL;ITA;18;PEC;2015;7;22;147;L1;A;50;2;50;2;
TL;ITA;18;PEC;2015;7;22;148;L1;B;70;2;50;1;
TL;ITA;18;PEC;2015;7;22;148;L1;C;70;2;20;1;
TL;ITA;18;PEC;2015;7;27;150;L1;A;50;2;50;2;
TL;ITA;18;PEC;2015;7;27;150;L3;A;100;3;100;3;
TL;ITA;18;PEC;2015;7;28;151;L1;A;50;2;50;2;
TL;ITA;18;PEC;2015;7;28;151;L5;B;100;1;100;1;
TL;ITA;18;PEC;2015;7;28;152;L1;A;35;5;15;2;
TL;ITA;18;PEC;2015;7;28;152;L1;B;35;5;20;3;
TL;ITA;18;PEC;2015;7;28;152;L3;A;2020;2;20;1;
TL;ITA;18;PEC;2015;7;28;152;L3;C;2020;2;2000;1;
TL;ITA;18;PEC;2015;7;23;160;L1;A;90;4;60;3;
TL;ITA;18;PEC;2015;7;23;160;L1;H;90;4;30;1;RESTA
TL;ITA;18;PEC;2015;7;27;161;L1;B;60;2;60;2;
TL;ITA;18;PEC;2015;7;27;161;L6;0;5300;1;5300;1;
TL;ITA;18;PEC;2015;7;30;162;L1;A;50;2;50;2;
TL;ITA;18;PEC;2015;7;30;162;L5;D;200;1;200;1;
TL;MON;18;PEC;2015;8;1;171;L1;A;5150;42;300;8;
TL;MON;18;PEC;2015;8;1;171;L1;B;5150;42;4400;25;
TL;MON;18;PEC;2015;8;1;171;L1;C;5150;42;250;7;
TL;MON;18;PEC;2015;8;1;171;L1;G;5150;42;130;1;
TL;MON;18;PEC;2015;8;1;171;L1;H;5150;42;70;1;BOA
TL;MON;18;PEC;2015;8;1;171;L2;B;200;1;200;1;
TL;MON;18;PEC;2015;8;1;171;L3;A;750;3;50;2;
TL;MON;18;PEC;2015;8;1;171;L3;C;750;3;700;1;PENTOLA
TL;MON;18;PEC;2015;8;1;171;L4;A;50;1;50;1;
TL;MON;18;PEC;2015;8;1;171;L5;A;540;3;340;1;
TL;MON;18;PEC;2015;8;1;171;L5;D;540;3;200;2;ASSORBENTI
TL;MON;18;PEC;2015;8;1;172;L1;A;50;1;50;1;
TL;MON;18;PEC;2015;8;1;173;L1;A;220;9;100;5;
TL;MON;18;PEC;2015;8;1;173;L1;C;220;9;40;3;
TL;MON;18;PEC;2015;8;1;173;L1;I;220;9;80;1;
TL;MON;18;PEC;2015;8;2;174;L1;A;200;3;100;2;
TL;MON;18;PEC;2015;8;2;174;L1;B;200;3;100;1;
TL;MON;18;PEC;2015;8;2;174;L3;A;30;1;30;1;
TL;MON;18;PEC;2015;8;3;175;L1;A;2580;16;80;4;
TL;MON;18;PEC;2015;8;3;175;L1;B;2580;16;2480;11;
TL;MON;18;PEC;2015;8;3;175;L1;C;2580;16;20;1;
TL;MON;18;PEC;2015;8;2;176;L1;A;50;2;50;2;
TL;MON;18;PEC;2015;8;2;177;L1;A;900;5;60;2;
TL;MON;18;PEC;2015;8;2;177;L1;B;900;5;840;3;
TL;MON;18;PEC;2015;8;2;177;L3;A;60;2;60;2;
TL;MON;18;PEC;2015;8;2;178;L1;A;80;3;20;1;
TL;MON;18;PEC;2015;8;2;178;L1;C;80;3;10;1;
TL;MON;18;PEC;2015;8;2;178;L1;G;80;3;50;1;
TL;MON;18;PEC;2015;8;2;179;L1;B;380;1;380;1;
TL;MON;18;PEC;2015;8;1;180;L1;B;160;3;60;2;
TL;MON;18;PEC;2015;8;1;180;L1;F;160;3;100;1;
TL;MON;18;PEC;2015;8;1;180;L5;D;50;1;50;1;ASSORBENTI
TL;ITA;18;PEC;2015;7;21;109;L1;A;200;3;50;1;
TL;ITA;18;PEC;2015;7;21;109;L1;E;200;3;100;1;VASO
TL;ITA;18;PEC;2015;7;21;109;L1;F;200;3;50;1;NASSA
TL;ITA;18;PEC;2015;7;21;112;L1;A;170;4;80;3;
TL;ITA;18;PEC;2015;7;21;112;L1;B;170;4;90;1;
TL;ITA;18;PEC;2015;7;23;121;L1;A;810;10;100;3;
TL;ITA;18;PEC;2015;7;23;121;L1;B;810;10;50;1;
TL;ITA;18;PEC;2015;7;23;121;L1;H;810;10;660;6;RESTA
TL;ITA;18;PEC;2015;7;23;123;L1;A;70;4;50;2;
TL;ITA;18;PEC;2015;7;23;123;L1;C;70;4;20;2;
TL;ITA;18;PEC;2015;7;8;156;L1;A;110;3;50;1;
TL;ITA;18;PEC;2015;7;8;156;L1;B;110;3;60;2;
TL;ITA;18;PEC;2015;7;8;76;L1;A;70;1;70;1;
TL;ITA;18;PEC;2015;7;8;76;L2;B;940;1;940;1;
